Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Is_Hit,Hit_Status
NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,79,35.0,8.4,18.0,EA Canada,E10+,0,Thường
Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.02,0.25,72,45.0,5.9,278.0,Blue Byte,E10+,0,Thường
Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25,53,6.0,7.4,16.0,Opus,T,0,Thường
XIII,XB,2003,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25,74,38.0,8.3,15.0,Southend Interactive,M,0,Thường
Up,PS3,2009,Action,THQ,0.15,0.06,0.0,0.03,0.25,65,5.0,6.5,4.0,Heavy Iron Studios,E10+,0,Thường
Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.21,0.02,0.0,0.02,0.25,64,5.0,6.6,5.0,Ubisoft,E10+,0,Thường
MotoGP '07,X360,2007,Racing,THQ,0.23,0.0,0.0,0.02,0.25,78,20.0,7.3,11.0,"Climax Group, Climax Studios",E,0,Thường
Cars,X360,2006,Racing,THQ,0.22,0.01,0.0,0.02,0.25,65,16.0,6.1,8.0,Rainbow Studios,E,0,Thường
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,0.09,0.03,0.1,0.03,0.25,78,15.0,8.6,49.0,Sega,T,0,Thường
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0.0,0.02,0.25,76,16.0,3.3,546.0,Ghost Games,E10+,0,Thường
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38,7.0,6.8,6.0,Eurocom Entertainment Software,T,0,Thường
Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25,81,22.0,8.5,8.0,Aki Corp.,T,0,Thường
The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25,75,31.0,7.1,8.0,Maxis,T,0,Thường
Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0.0,0.02,0.25,63,20.0,6.9,13.0,"Treyarch, Shaba Games",T,0,Thường
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25,69,22.0,6.7,79.0,2K Marin,M,0,Thường
World Series Baseball 2K3,PS2,2003,Sports,Sega,0.12,0.1,0.0,0.03,0.25,87,21.0,8.7,19.0,Blue Shift,E,0,Thường
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57,8.0,6.2,19.0,Page 44 Studios,T,0,Thường
Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.09,0.0,0.05,0.25,63,10.0,7.8,17.0,Amaze,T,0,Thường
The Outfit,X360,2006,Action,THQ,0.21,0.02,0.0,0.02,0.25,70,52.0,7.5,48.0,Relic,M,0,Thường
Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25,56,45.0,6.4,29.0,Venom Games,T,0,Thường
Devil Kings,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,27.0,7.4,12.0,Capcom,T,0,Thường
Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02,0.25,57,18.0,7.1,7.0,Avalanche Software,E10+,0,Thường
Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.25,57,50.0,6.8,33.0,Beenox,T,0,Thường
L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0.0,0.03,0.25,83,28.0,7.9,903.0,Rockstar Leeds,M,0,Thường
Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43,7.0,5.4,14.0,"Koei, Omega Force",T,0,Thường
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,70,19.0,7.4,21.0,Secret Level,T,0,Thường
Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25,89,14.0,6.6,77.0,Game Arts,E,0,Thường
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51,32.0,7.5,13.0,7 Studios,T,0,Thường
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25,55,4.0,7.9,10.0,Artificial Mind and Movement,E,0,Thường
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,31.0,7.2,31.0,From Software,T,0,Thường
SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.25,59,7.0,6.1,8.0,Milestone S.r.l,E10+,0,Thường
Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.16,0.07,0.0,0.02,0.25,50,5.0,6.8,11.0,LucasArts,T,0,Thường
X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0.0,0.02,0.25,53,8.0,6.1,10.0,Amaze Entertainment,T,0,Thường
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83,33.0,7.1,47.0,Nippon Ichi Software,T,0,Thường
Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74,19.0,4.7,7.0,Kush Games,E,0,Thường
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77,13.0,8.0,10.0,Square Enix,T,0,Thường
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.09,0.0,0.04,0.25,80,45.0,7.7,40.0,Starbreeze,M,0,Thường
X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82,34.0,6.2,26.0,Raven Software,T,0,Thường
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0.0,0.05,0.25,56,17.0,4.9,8.0,SCE Studio Cambridge,E,0,Thường
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0.0,0.02,0.25,39,28.0,5.0,51.0,Heavy Iron Studios,M,0,Thường
Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58,39.0,4.4,136.0,Team Ninja,M,0,Thường
Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,0.09,0.13,0.0,0.02,0.25,88,81.0,7.3,684.0,Firaxis Games,E10+,0,Thường
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0.0,0.04,0.25,63,32.0,6.3,60.0,"Bandai Namco Games, Artdink",T,0,Thường
NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71,18.0,7.4,7.0,Left Field Productions,E,0,Thường
F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02,0.25,64,13.0,5.3,22.0,Codemasters,E,0,Thường
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,0.13,0.06,0.0,0.06,0.25,75,15.0,8.2,148.0,Sanzaru Games,E10+,0,Thường
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24,43,12.0,8.0,20.0,Bec,E10+,0,Thường
Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0.0,0.04,0.24,79,26.0,7.0,1327.0,"Io Interactive, Nixxes Software",M,0,Thường
Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79,32.0,8.7,82.0,"Image Epoch, Imageepoch",T,0,Thường
Racquet Sports,Wii,2010,Sports,Ubisoft,0.13,0.09,0.0,0.02,0.24,51,8.0,8.6,15.0,Asobo Studio,E,0,Thường
Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,80,28.0,7.1,158.0,RedLynx,E10+,0,Thường
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24,78,46.0,6.2,80.0,Ubisoft Montreal,M,0,Thường
Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57,40.0,6.5,72.0,"Tamsoft, D3Publisher",M,0,Thường
Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24,68,12.0,6.4,13.0,n-Space,E10+,0,Thường
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,48,8.0,7.3,7.0,3DO,T,0,Thường
MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,80,26.0,7.9,18.0,989 Sports,E,0,Thường
Skylanders: SuperChargers,XOne,2015,Action,Activision,0.17,0.05,0.0,0.02,0.24,76,15.0,5.5,17.0,Vicarious Visions,E10+,0,Thường
Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,82,56.0,8.8,237.0,Falcom,T,0,Thường
Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63,20.0,4.8,20.0,Metro Graphics,E,0,Thường
Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,63,20.0,7.6,11.0,Acclaim Studios Austin,T,0,Thường
Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76,31.0,8.1,74.0,Omega Force,T,0,Thường
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71,37.0,7.8,26.0,Project Aces,T,0,Thường
TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,84,39.0,9.1,117.0,Free Radical Design,M,0,Thường
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67,35.0,7.5,73.0,Koei,T,0,Thường
Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24,83,14.0,8.9,44.0,Marvelous,E,0,Thường
Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24,83,27.0,8.6,10.0,Capcom,M,0,Thường
DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70,30.0,5.0,6.0,Paon Corporation,E,0,Thường
Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24,42,28.0,5.5,33.0,Spark Unlimited,T,0,Thường
Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70,36.0,5.5,531.0,Digital Extremes,M,0,Thường
Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0.0,0.01,0.24,53,4.0,8.6,12.0,Steel Monkeys,E,0,Thường
Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0.0,0.02,0.24,56,6.0,6.9,12.0,Griptonite Games,E10+,0,Thường
Fuel,PS3,2009,Racing,Codemasters,0.08,0.11,0.0,0.04,0.24,67,44.0,7.4,36.0,Asobo Studio,E,0,Thường
NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24,64,4.0,4.2,10.0,EA Canada,E,0,Thường
Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24,88,23.0,5.1,23.0,Criterion Games,E,0,Thường
Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78,25.0,7.7,13.0,Sega,E,0,Thường
Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,75,26.0,8.0,7.0,Namco,T,0,Thường
Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24,80,26.0,7.7,47.0,Game Arts,T,0,Thường
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81,30.0,8.3,8.0,Ubisoft Montpellier,T,0,Thường
Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42,5.0,6.2,5.0,Zoe Mode,E10+,0,Thường
The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24,67,16.0,7.7,12.0,Radical Entertainment,T,0,Thường
Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24,58,22.0,8.0,46.0,Omega Force,T,0,Thường
Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.24,80,66.0,7.3,520.0,Creative Assembly,T,0,Thường
Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,52,26.0,8.5,14.0,Adrenium,T,0,Thường
Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24,51,11.0,6.1,8.0,Avalanche Software,T,0,Thường
AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24,60,12.0,5.3,14.0,Harmonix Music Systems,T,0,Thường
Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.05,0.0,0.03,0.24,68,9.0,7.1,25.0,Radical Entertainment,E10+,0,Thường
Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71,54.0,6.5,131.0,CyberConnect2,T,0,Thường
Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24,70,12.0,9.2,60.0,Marvelous,E,0,Thường
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,75,42.0,7.4,28.0,h.a.n.d. Inc.,E,0,Thường
NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83,17.0,8.0,6.0,Kush Games,E,0,Thường
NHL 17,XOne,2016,Sports,Electronic Arts,0.2,0.01,0.0,0.03,0.24,77,23.0,4.0,38.0,"EA Canada, EA Vancouver",E10+,0,Thường
Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0.0,0.02,0.24,60,16.0,5.2,9.0,Now Production,E,0,Thường
Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24,61,32.0,4.0,6.0,7 Studios,T,0,Thường
Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64,7.0,5.4,5.0,Vicarious Visions,E,0,Thường
Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,81,40.0,8.1,1472.0,4A Games,M,0,Thường
Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24,53,29.0,6.3,15.0,K2 LLC,E10+,0,Thường
The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.13,0.0,0.03,0.24,63,35.0,6.1,12.0,Ubisoft Montpellier,E10+,0,Thường
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24,77,44.0,7.9,49.0,Spike Chunsoft,E10+,0,Thường
Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24,73,5.0,6.2,40.0,Zoe Mode,E,0,Thường
Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,70,25.0,7.0,24.0,"Image Epoch, Imageepoch",T,0,Thường
4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,59,15.0,6.2,5.0,Terminal Reality,E,0,Thường
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,68,33.0,7.1,23.0,Digital Eclipse,M,0,Thường
Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,71,29.0,7.4,13.0,"Matrix Software, Marvelous Entertainment",E10+,0,Thường
Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.06,0.0,0.02,0.24,53,31.0,5.2,10.0,Sega,T,0,Thường
Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.13,0.03,0.06,0.01,0.24,62,17.0,8.2,37.0,Capcom,M,0,Thường
Rocket League,XOne,2016,Sports,505 Games,0.05,0.17,0.0,0.02,0.24,87,22.0,8.3,194.0,Psyonix,E,0,Thường
My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,46,21.0,3.9,14.0,Idol Minds,E,0,Thường
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0.0,0.02,0.24,75,13.0,7.7,15.0,Beenox,T,0,Thường
Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24,49,17.0,5.7,13.0,Climax Group,T,0,Thường
Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,85,49.0,9.1,54.0,Nautilus,T,0,Thường
X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.07,0.0,0.03,0.24,50,33.0,4.8,37.0,Silicon Knights,T,0,Thường
Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0.0,0.07,0.24,57,28.0,7.9,18.0,Sumo Digital,M,0,Thường
Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.03,0.0,0.03,0.24,67,35.0,6.6,25.0,EA Games,E10+,0,Thường
Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0.0,0.0,0.02,0.24,63,24.0,7.8,8.0,Digital Eclipse,M,0,Thường
Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59,24.0,7.3,28.0,Omega Force,T,0,Thường
The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0.14,0.0,0.04,0.24,65,16.0,7.4,34.0,Frogwares,M,0,Thường
FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,77,22.0,8.4,9.0,EA Canada,E,0,Thường
NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,43,25.0,2.7,175.0,EA Sports,E,0,Thường
G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,42,59.0,4.7,22.0,Double Helix Games,T,0,Thường
Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,0.24,53,14.0,5.5,81.0,"Cyanide, Cyanide Studios",M,0,Thường
LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,69,4.0,6.8,15.0,TT Games,E10+,0,Thường
PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,51,18.0,5.4,7.0,Oxygen Interactive,E10+,0,Thường
X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0.0,0.02,0.24,47,51.0,5.0,72.0,Silicon Knights,T,0,Thường
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,80,23.0,4.3,113.0,Konami,E,0,Thường
Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,46,12.0,7.5,30.0,Ubisoft Vancouver,E,0,Thường
Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24,65,70.0,6.2,57.0,"Namco Bandai Games America, Namco Bandai Games",M,0,Thường
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61,27.0,5.4,101.0,Gust,M,0,Thường
NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,56,9.0,8.2,9.0,EA Tiburon,E,0,Thường
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24,74,29.0,8.1,14.0,Revolution Software,T,0,Thường
Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,62,37.0,6.4,36.0,Larian Studios,M,0,Thường
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73,27.0,8.4,18.0,Gaijin Entertainment,T,0,Thường
DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.23,72,27.0,6.8,243.0,WBIE,T,0,Thường
Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0.0,0.02,0.23,63,10.0,8.2,5.0,Now Production,E,0,Thường
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62,18.0,7.5,6.0,TOSE,E10+,0,Thường
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76,26.0,7.0,4.0,Harmonix Music Systems,E,0,Thường
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,77,24.0,8.1,31.0,Ubisoft Quebec,T,0,Thường
Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,0.23,66,7.0,6.5,4.0,Sumo Digital,E,0,Thường
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,59,24.0,5.6,86.0,EA Sports,E,0,Thường
NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,85,14.0,9.1,15.0,EA Games,E,0,Thường
Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,79,30.0,9.1,31.0,Double Helix Games,T,0,Thường
Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68,26.0,5.8,10.0,Electronic Arts,E10+,0,Thường
Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,63,20.0,7.9,18.0,"Image Epoch, Imageepoch",T,0,Thường
Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,68,15.0,6.0,6.0,Magic Pockets,E,0,Thường
Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,56,42.0,6.2,18.0,Krome Studios,E,0,Thường
World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23,85,20.0,8.8,6.0,Blueshift,E,0,Thường
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73,34.0,9.1,23.0,Monster Games Inc.,T,0,Thường
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,64,35.0,7.5,25.0,Omega Force,T,0,Thường
Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23,81,10.0,8.0,90.0,Sega,T,0,Thường
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,77,20.0,7.5,132.0,Falcom,T,0,Thường
Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,35,9.0,3.4,16.0,Acclaim,T,0,Thường
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47,12.0,7.2,6.0,VU Games,T,0,Thường
The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,72,42.0,6.5,15.0,Bizarre Creations,M,0,Thường
Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,49.0,7.5,164.0,Q Entertainment,E,0,Thường
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,75,17.0,7.8,19.0,Vicarious Visions,T,0,Thường
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,89,19.0,8.7,25.0,Ubisoft Shanghai,T,0,Thường
Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70,37.0,6.2,12.0,Sega,E,0,Thường
ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23,90,19.0,7.0,22.0,Kush Games,E,0,Thường
DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,75,53.0,6.4,53.0,Codemasters,E10+,0,Thường
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84,47.0,8.0,22.0,Radical Entertainment,T,0,Thường
Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,61,4.0,7.8,4.0,Natsume,T,0,Thường
XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.02,0.23,88,104.0,7.1,1221.0,Firaxis Games,T,0,Thường
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52,32.0,7.2,82.0,Compile Heart,T,0,Thường
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,58,21.0,7.8,5.0,Headstrong Games,T,0,Thường
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27,7.0,5.1,14.0,Red Tribe,E10+,0,Thường
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.03,0.23,58,13.0,6.8,4.0,Toys for Bob,E10+,0,Thường
NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81,33.0,8.6,31.0,Visual Concepts,E,0,Thường
NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,57,21.0,5.0,14.0,EA Tiburon,E,0,Thường
Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,66,33.0,7.7,22.0,Illusion Softworks,M,0,Thường
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23,73,36.0,5.2,17.0,EA Sports,E,0,Thường
Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59,18.0,5.7,12.0,Omega Force,T,0,Thường
Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,70,18.0,5.8,12.0,Criterion Games,T,0,Thường
